STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,SPECIFICATION,Specification,EMPLOYMENT,Employment,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,DECIMALS,Decimals,NOTE_YEAR_2,Note year 2,NOTE_YEAR_1,Note year 1,NOTE_SPECIFICATION_2,Note specification 2,NOTE_SPECIFICATION_1,Note specification 1,NOTE_EMPLOYMENT_2,Note Employment 2,NOTE_EMPLOYMENT_1,Note Employment 1
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2002,,12620,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2003,,12223,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2004,,12268,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2005,,12607,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2006,,13454,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2007,,14225,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2008,,14778,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2009,,14418,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2010,,14215,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2011,,14444,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2012,,14378,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2013,,14148,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2014,,14055,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2015,,14018,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2016,,14139,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2017,,14254,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2018,,14444,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2019,,14490,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2020,,14189,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2021,,14386,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2022,,14394,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2023,,14560,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2024,,14552,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL02,Men,2025,,14635,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,1999,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2000,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2001,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2002,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2003,,52,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2004,,178,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2005,,691,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2006,,945,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2007,,1061,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2008,,1077,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2009,,1037,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2010,,992,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2011,,1071,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2012,,1143,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2013,,1341,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2014,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2015,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2016,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2017,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2018,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2019,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2020,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2021,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2022,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2023,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2024,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL09,Women,2025,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL01,TOTAL,1999,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
